timestamp,fault_code,fault_name,Ia,Ib,Ic,temperature,sound
2026-06-17 14:43:57.459,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.460,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.460,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.460,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.460,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.460,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.464,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.464,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.464,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.464,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.470,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.528,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
2026-06-17 14:43:57.537,4,F4_CA_SHORT,5944.6640625,5963.6533203125,6500.0,25.0,30.0
